Team,Conf,Year
UNC Wilmington,CAA,2024
UNLV,MWC,2024
USC,P12,2024
USC Upstate,BSth,2024
UT Arlington,WAC,2024
UT Rio Grande Valley,WAC,2024
UTEP,CUSA,2024
UTSA,Amer,2024
Utah,P12,2024
Utah St.,MWC,2024
Utah Tech,WAC,2024
Utah Valley,WAC,2024
VCU,A10,2024
VMI,SC,2024
Valparaiso,MVC,2024
Vanderbilt,SEC,2024
Vermont,AE,2024
Villanova,BE,2024
Virginia,ACC,2024
Virginia Tech,ACC,2024
Wagner,NEC,2024
Wake Forest,ACC,2024
Washington,P12,2024
Washington St.,P12,2024
Weber St.,BSky,2024
West Virginia,B12,2024
Western Carolina,SC,2024
Western Illinois,OVC,2024
Western Kentucky,CUSA,2024
Western Michigan,MAC,2024
Wichita St.,Amer,2024
William & Mary,CAA,2024
Winthrop,BSth,2024
Wisconsin,B10,2024
Wofford,SC,2024
Wright St.,Horz,2024
Wyoming,MWC,2024
Xavier,BE,2024
Yale,Ivy,2024
Youngstown St.,Horz,2024
Abilene Christian,WAC,2023
Air Force,MWC,2023
Akron,MAC,2023
Alabama,SEC,2023
Alabama A&M,SWAC,2023
Alabama St.,SWAC,2023
Albany,AE,2023
Alcorn St.,SWAC,2023
American,Pat,2023
Appalachian St.,SB,2023
Arizona,P12,2023
Arizona St.,P12,2023
Arkansas,SEC,2023
Arkansas Pine Bluff,SWAC,2023
Arkansas St.,SB,2023
Army,Pat,2023
Auburn,SEC,2023
Austin Peay,ASun,2023
BYU,WCC,2023
Ball St.,MAC,2023
Baylor,B12,2023
Bellarmine,ASun,2023
Belmont,MVC,2023
Bethune Cookman,SWAC,2023
Binghamton,AE,2023
Boise St.,MWC,2023
Boston College,ACC,2023
Boston University,Pat,2023
Bowling Green,MAC,2023
Bradley,MVC,2023
Brown,Ivy,2023
Bryant,AE,2023
Bucknell,Pat,2023
Buffalo,MAC,2023
Butler,BE,2023
Cal Baptist,WAC,2023
Cal Poly,BW,2023
Cal St. Bakersfield,BW,2023
Cal St. Fullerton,BW,2023
Cal St. Northridge,BW,2023
California,P12,2023
Campbell,BSth,2023
Canisius,MAAC,2023
Central Arkansas,ASun,2023
Central Connecticut,NEC,2023
Central Michigan,MAC,2023
Charleston,CAA,2023
Charleston Southern,BSth,2023
Charlotte,CUSA,2023
Chattanooga,SC,2023
Chicago St.,ind,2023
Cincinnati,Amer,2023
Clemson,ACC,2023
Cleveland St.,Horz,2023
Coastal Carolina,SB,2023
Colgate,Pat,2023
Colorado,P12,2023
Colorado St.,MWC,2023
Columbia,Ivy,2023
Connecticut,BE,2023
Coppin St.,MEAC,2023
Cornell,Ivy,2023
Creighton,BE,2023
Dartmouth,Ivy,2023
Davidson,A10,2023
Dayton,A10,2023
DePaul,BE,2023
Delaware,CAA,2023
Delaware St.,MEAC,2023
Denver,Sum,2023
Detroit Mercy,Horz,2023
Drake,MVC,2023
Drexel,CAA,2023
Duke,ACC,2023
Duquesne,A10,2023
East Carolina,Amer,2023
East Tennessee St.,SC,2023
Eastern Illinois,OVC,2023
Eastern Kentucky,ASun,2023
Eastern Michigan,MAC,2023
Eastern Washington,BSky,2023
Elon,CAA,2023
Evansville,MVC,2023
FIU,CUSA,2023
Fairfield,MAAC,2023
Fairleigh Dickinson,NEC,2023
Florida,SEC,2023
Florida A&M,SWAC,2023
Florida Atlantic,CUSA,2023
Florida Gulf Coast,ASun,2023
Florida St.,ACC,2023
Fordham,A10,2023
Fresno St.,MWC,2023
Furman,SC,2023
Gardner Webb,BSth,2023
George Mason,A10,2023
George Washington,A10,2023
Georgetown,BE,2023
Georgia,SEC,2023
Georgia Southern,SB,2023
Georgia St.,SB,2023
Georgia Tech,ACC,2023
Gonzaga,WCC,2023
Grambling St.,SWAC,2023
Grand Canyon,WAC,2023
Green Bay,Horz,2023
Hampton,CAA,2023
Hartford,ind,2023
Harvard,Ivy,2023
Hawaii,BW,2023
High Point,BSth,2023
Hofstra,CAA,2023
Holy Cross,Pat,2023
Houston,Amer,2023
Houston Christian,Slnd,2023
Howard,MEAC,2023
IUPUI,Horz,2023
Idaho,BSky,2023
Idaho St.,BSky,2023
Illinois,B10,2023
Illinois Chicago,MVC,2023
Illinois St.,MVC,2023
Incarnate Word,Slnd,2023
Indiana,B10,2023
Indiana St.,MVC,2023
Iona,MAAC,2023
Iowa,B10,2023
Iowa St.,B12,2023
Jackson St.,SWAC,2023
Jacksonville,ASun,2023
Jacksonville St.,ASun,2023
James Madison,SB,2023
Kansas,B12,2023
Kansas St.,B12,2023
Kennesaw St.,ASun,2023
Kent St.,MAC,2023
Kentucky,SEC,2023
LIU,NEC,2023
LSU,SEC,2023
La Salle,A10,2023
Lafayette,Pat,2023
Lamar,Slnd,2023
Lehigh,Pat,2023
Liberty,ASun,2023
Lindenwood,OVC,2023
Lipscomb,ASun,2023
Little Rock,OVC,2023
Long Beach St.,BW,2023
Longwood,BSth,2023
Louisiana,SB,2023
Louisiana Monroe,SB,2023
Louisiana Tech,CUSA,2023
Louisville,ACC,2023
Loyola Chicago,A10,2023
Loyola MD,Pat,2023
Loyola Marymount,WCC,2023
Maine,AE,2023
Manhattan,MAAC,2023
Marist,MAAC,2023
Marquette,BE,2023
Marshall,SB,2023
Maryland,B10,2023
Maryland Eastern Shore,MEAC,2023
Massachusetts,A10,2023
McNeese St.,Slnd,2023
Memphis,Amer,2023
Mercer,SC,2023
Merrimack,NEC,2023
Miami FL,ACC,2023
Miami OH,MAC,2023
Michigan,B10,2023
Michigan St.,B10,2023
Middle Tennessee,CUSA,2023
Milwaukee,Horz,2023
Minnesota,B10,2023
Mississippi,SEC,2023
Mississippi St.,SEC,2023
Mississippi Valley St.,SWAC,2023
Missouri,SEC,2023
Missouri St.,MVC,2023
Monmouth,CAA,2023
Montana,BSky,2023
Montana St.,BSky,2023
Morehead St.,OVC,2023
Morgan St.,MEAC,2023
Mount St. Mary's,MAAC,2023
Murray St.,MVC,2023
N.C. State,ACC,2023
NJIT,AE,2023
Navy,Pat,2023
Nebraska,B10,2023
Nebraska Omaha,Sum,2023
Nevada,MWC,2023
New Hampshire,AE,2023
New Mexico,MWC,2023
New Mexico St.,WAC,2023
New Orleans,Slnd,2023
Niagara,MAAC,2023
Nicholls St.,Slnd,2023
Norfolk St.,MEAC,2023
North Alabama,ASun,2023
North Carolina,ACC,2023
North Carolina A&T,CAA,2023
North Carolina Central,MEAC,2023
North Dakota,Sum,2023
North Dakota St.,Sum,2023
North Florida,ASun,2023
North Texas,CUSA,2023
Northeastern,CAA,2023
Northern Arizona,BSky,2023
Northern Colorado,BSky,2023
Northern Illinois,MAC,2023
Northern Iowa,MVC,2023
Northern Kentucky,Horz,2023
Northwestern,B10,2023
Northwestern St.,Slnd,2023
Notre Dame,ACC,2023
Oakland,Horz,2023
Ohio,MAC,2023
Ohio St.,B10,2023
Oklahoma,B12,2023
Oklahoma St.,B12,2023
Old Dominion,SB,2023
Oral Roberts,Sum,2023
Oregon,P12,2023
Oregon St.,P12,2023
Pacific,WCC,2023
Penn,Ivy,2023
Penn St.,B10,2023
Pepperdine,WCC,2023
Pittsburgh,ACC,2023
Portland,WCC,2023
Portland St.,BSky,2023
Prairie View A&M,SWAC,2023
Presbyterian,BSth,2023
Princeton,Ivy,2023
Providence,BE,2023
Purdue,B10,2023
Purdue Fort Wayne,Horz,2023
Queens,ASun,2023
Quinnipiac,MAAC,2023
Radford,BSth,2023
Rhode Island,A10,2023
Rice,CUSA,2023
Richmond,A10,2023
Rider,MAAC,2023
Robert Morris,Horz,2023
Rutgers,B10,2023
SIU Edwardsville,OVC,2023
SMU,Amer,2023
Sacramento St.,BSky,2023
Sacred Heart,NEC,2023
Saint Joseph's,A10,2023
Saint Louis,A10,2023
Saint Mary's,WCC,2023
Saint Peter's,MAAC,2023
Sam Houston St.,WAC,2023
Samford,SC,2023
San Diego,WCC,2023
San Diego St.,MWC,2023
San Francisco,WCC,2023
San Jose St.,MWC,2023
Santa Clara,WCC,2023
Seattle,WAC,2023
Seton Hall,BE,2023
Siena,MAAC,2023
South Alabama,SB,2023
South Carolina,SEC,2023
South Carolina St.,MEAC,2023
South Dakota,Sum,2023
South Dakota St.,Sum,2023
South Florida,Amer,2023
Southeast Missouri St.,OVC,2023
Southeastern Louisiana,Slnd,2023
Southern,SWAC,2023
Southern Illinois,MVC,2023
Southern Indiana,OVC,2023
Southern Miss,SB,2023
Southern Utah,WAC,2023
St. Bonaventure,A10,2023
St. Francis NY,NEC,2023
St. Francis PA,NEC,2023
St. John's,BE,2023
St. Thomas,Sum,2023
Stanford,P12,2023
Stephen F. Austin,WAC,2023
Stetson,ASun,2023
Stonehill,NEC,2023
Stony Brook,CAA,2023
Syracuse,ACC,2023
TCU,B12,2023
Tarleton St.,WAC,2023
Temple,Amer,2023
Tennessee,SEC,2023
Tennessee Martin,OVC,2023
Tennessee St.,OVC,2023
Tennessee Tech,OVC,2023
Texas,B12,2023
Texas A&M,SEC,2023
Texas A&M Commerce,Slnd,2023
Texas A&M Corpus Chris,Slnd,2023
Texas Southern,SWAC,2023
Texas St.,SB,2023
Texas Tech,B12,2023
The Citadel,SC,2023
Toledo,MAC,2023
Towson,CAA,2023
Troy,SB,2023
Tulane,Amer,2023
Tulsa,Amer,2023
UAB,CUSA,2023
UC Davis,BW,2023
UC Irvine,BW,2023
UC Riverside,BW,2023
UC San Diego,BW,2023
UC Santa Barbara,BW,2023
UCF,Amer,2023
UCLA,P12,2023
UMBC,AE,2023
UMKC,Sum,2023
UMass Lowell,AE,2023
UNC Asheville,BSth,2023
UNC Greensboro,SC,2023
UNC Wilmington,CAA,2023
UNLV,MWC,2023
USC,P12,2023
USC Upstate,BSth,2023
UT Arlington,WAC,2023
UT Rio Grande Valley,WAC,2023
UTEP,CUSA,2023
UTSA,CUSA,2023
Utah,P12,2023
Utah St.,MWC,2023
Utah Tech,WAC,2023
Utah Valley,WAC,2023
VCU,A10,2023
VMI,SC,2023
Valparaiso,MVC,2023
Vanderbilt,SEC,2023
Vermont,AE,2023
Villanova,BE,2023
Virginia,ACC,2023
Virginia Tech,ACC,2023
Wagner,NEC,2023
Wake Forest,ACC,2023
Washington,P12,2023
Washington St.,P12,2023
Weber St.,BSky,2023
West Virginia,B12,2023
Western Carolina,SC,2023
Western Illinois,Sum,2023
Western Kentucky,CUSA,2023
Western Michigan,MAC,2023
Wichita St.,Amer,2023
William & Mary,CAA,2023
Winthrop,BSth,2023
Wisconsin,B10,2023
Wofford,SC,2023
Wright St.,Horz,2023
Wyoming,MWC,2023
Xavier,BE,2023
Yale,Ivy,2023
Youngstown St.,Horz,2023
Abilene Christian,WAC,2022
Air Force,MWC,2022
Akron,MAC,2022
Alabama,SEC,2022
Alabama A&M,SWAC,2022
Alabama St.,SWAC,2022
Albany,AE,2022
Alcorn St.,SWAC,2022
American,Pat,2022
Appalachian St.,SB,2022
Arizona,P12,2022
Arizona St.,P12,2022
Arkansas,SEC,2022
Arkansas Pine Bluff,SWAC,2022
Arkansas St.,SB,2022
Army,Pat,2022
Auburn,SEC,2022
Austin Peay,OVC,2022
BYU,WCC,2022
Ball St.,MAC,2022
Baylor,B12,2022
Bellarmine,ASun,2022
Belmont,OVC,2022
Bethune Cookman,SWAC,2022
Binghamton,AE,2022
Boise St.,MWC,2022
Boston College,ACC,2022
Boston University,Pat,2022
Bowling Green,MAC,2022
Bradley,MVC,2022
Brown,Ivy,2022
Bryant,NEC,2022
Bucknell,Pat,2022
Buffalo,MAC,2022
Butler,BE,2022
Cal Baptist,WAC,2022
Cal Poly,BW,2022
Cal St. Bakersfield,BW,2022
Cal St. Fullerton,BW,2022
Cal St. Northridge,BW,2022
California,P12,2022
Campbell,BSth,2022
Canisius,MAAC,2022
Central Arkansas,ASun,2022
Central Connecticut,NEC,2022
Central Michigan,MAC,2022
Charleston,CAA,2022
Charleston Southern,BSth,2022
Charlotte,CUSA,2022
Chattanooga,SC,2022
Chicago St.,WAC,2022
Cincinnati,Amer,2022
Clemson,ACC,2022
Cleveland St.,Horz,2022
Coastal Carolina,SB,2022
Colgate,Pat,2022
Colorado,P12,2022
Colorado St.,MWC,2022
Columbia,Ivy,2022
Connecticut,BE,2022
Coppin St.,MEAC,2022
Cornell,Ivy,2022
Creighton,BE,2022
Dartmouth,Ivy,2022
Davidson,A10,2022
Dayton,A10,2022
DePaul,BE,2022
Delaware,CAA,2022
Delaware St.,MEAC,2022
Denver,Sum,2022
Detroit Mercy,Horz,2022
Dixie St.,WAC,2022
Drake,MVC,2022
Drexel,CAA,2022
Duke,ACC,2022
Duquesne,A10,2022
East Carolina,Amer,2022
East Tennessee St.,SC,2022
Eastern Illinois,OVC,2022
Eastern Kentucky,ASun,2022
Eastern Michigan,MAC,2022
Eastern Washington,BSky,2022
Elon,CAA,2022
Evansville,MVC,2022
FIU,CUSA,2022
Fairfield,MAAC,2022
Fairleigh Dickinson,NEC,2022
Florida,SEC,2022
Florida A&M,SWAC,2022
Florida Atlantic,CUSA,2022
Florida Gulf Coast,ASun,2022
Florida St.,ACC,2022
Fordham,A10,2022
Fresno St.,MWC,2022
Furman,SC,2022
Gardner Webb,BSth,2022
George Mason,A10,2022
George Washington,A10,2022
Georgetown,BE,2022
Georgia,SEC,2022
Georgia Southern,SB,2022
Georgia St.,SB,2022
Georgia Tech,ACC,2022
Gonzaga,WCC,2022
Grambling St.,SWAC,2022
Grand Canyon,WAC,2022
Green Bay,Horz,2022
Hampton,BSth,2022
Hartford,AE,2022
Harvard,Ivy,2022
Hawaii,BW,2022
High Point,BSth,2022
Hofstra,CAA,2022
Holy Cross,Pat,2022
Houston,Amer,2022
Houston Baptist,Slnd,2022
Howard,MEAC,2022
IUPUI,Horz,2022
Idaho,BSky,2022
Idaho St.,BSky,2022
Illinois,B10,2022
Illinois Chicago,Horz,2022
Illinois St.,MVC,2022
Incarnate Word,Slnd,2022
Indiana,B10,2022
Indiana St.,MVC,2022
Iona,MAAC,2022
Iowa,B10,2022
Iowa St.,B12,2022
Jackson St.,SWAC,2022
Jacksonville,ASun,2022
Jacksonville St.,ASun,2022
James Madison,CAA,2022
Kansas,B12,2022
Kansas St.,B12,2022
Kennesaw St.,ASun,2022
Kent St.,MAC,2022
Kentucky,SEC,2022
LIU,NEC,2022
LSU,SEC,2022
La Salle,A10,2022
Lafayette,Pat,2022
Lamar,WAC,2022
Lehigh,Pat,2022
Liberty,ASun,2022
Lipscomb,ASun,2022
Little Rock,SB,2022
Long Beach St.,BW,2022
Longwood,BSth,2022
Louisiana,SB,2022
Louisiana Monroe,SB,2022
Louisiana Tech,CUSA,2022
Louisville,ACC,2022
Loyola Chicago,MVC,2022
Loyola MD,Pat,2022
Loyola Marymount,WCC,2022
Maine,AE,2022
Manhattan,MAAC,2022
Marist,MAAC,2022
Marquette,BE,2022
Marshall,CUSA,2022
Maryland,B10,2022
Maryland Eastern Shore,MEAC,2022
Massachusetts,A10,2022
McNeese St.,Slnd,2022
Memphis,Amer,2022
Mercer,SC,2022
Merrimack,NEC,2022
Miami FL,ACC,2022
Miami OH,MAC,2022
Michigan,B10,2022
Michigan St.,B10,2022
Middle Tennessee,CUSA,2022
Milwaukee,Horz,2022
Minnesota,B10,2022
Mississippi,SEC,2022
Mississippi St.,SEC,2022
Mississippi Valley St.,SWAC,2022
Missouri,SEC,2022
Missouri St.,MVC,2022
Monmouth,MAAC,2022
Montana,BSky,2022
Montana St.,BSky,2022
Morehead St.,OVC,2022
Morgan St.,MEAC,2022
Mount St. Mary's,NEC,2022
Murray St.,OVC,2022
N.C. State,ACC,2022
NJIT,AE,2022
Navy,Pat,2022
Nebraska,B10,2022
Nebraska Omaha,Sum,2022
Nevada,MWC,2022
New Hampshire,AE,2022
New Mexico,MWC,2022
New Mexico St.,WAC,2022
New Orleans,Slnd,2022
Niagara,MAAC,2022
Nicholls St.,Slnd,2022
Norfolk St.,MEAC,2022
North Alabama,ASun,2022
North Carolina,ACC,2022
North Carolina A&T,BSth,2022
North Carolina Central,MEAC,2022
North Dakota,Sum,2022
North Dakota St.,Sum,2022
North Florida,ASun,2022
North Texas,CUSA,2022
Northeastern,CAA,2022
Northern Arizona,BSky,2022
Northern Colorado,BSky,2022
Northern Illinois,MAC,2022
Northern Iowa,MVC,2022
Northern Kentucky,Horz,2022
Northwestern,B10,2022
Northwestern St.,Slnd,2022
Notre Dame,ACC,2022
Oakland,Horz,2022
Ohio,MAC,2022
Ohio St.,B10,2022
Oklahoma,B12,2022
Oklahoma St.,B12,2022
Old Dominion,CUSA,2022
Oral Roberts,Sum,2022
Oregon,P12,2022
Oregon St.,P12,2022
Pacific,WCC,2022
Penn,Ivy,2022
Penn St.,B10,2022
Pepperdine,WCC,2022
Pittsburgh,ACC,2022
Portland,WCC,2022
Portland St.,BSky,2022
Prairie View A&M,SWAC,2022
Presbyterian,BSth,2022
Princeton,Ivy,2022
Providence,BE,2022
Purdue,B10,2022
Purdue Fort Wayne,Horz,2022
Quinnipiac,MAAC,2022
Radford,BSth,2022
Rhode Island,A10,2022
Rice,CUSA,2022
Richmond,A10,2022
Rider,MAAC,2022
Robert Morris,Horz,2022
Rutgers,B10,2022
SIU Edwardsville,OVC,2022
SMU,Amer,2022
Sacramento St.,BSky,2022
Sacred Heart,NEC,2022
Saint Joseph's,A10,2022
Saint Louis,A10,2022
Saint Mary's,WCC,2022
Saint Peter's,MAAC,2022
Sam Houston St.,WAC,2022
Samford,SC,2022
San Diego,WCC,2022
San Diego St.,MWC,2022
San Francisco,WCC,2022
San Jose St.,MWC,2022
Santa Clara,WCC,2022
Seattle,WAC,2022
Seton Hall,BE,2022
Siena,MAAC,2022
South Alabama,SB,2022
South Carolina,SEC,2022
South Carolina St.,MEAC,2022
South Dakota,Sum,2022
South Dakota St.,Sum,2022
South Florida,Amer,2022
Southeast Missouri St.,OVC,2022
Southeastern Louisiana,Slnd,2022
Southern,SWAC,2022
Southern Illinois,MVC,2022
Southern Miss,CUSA,2022
Southern Utah,BSky,2022
St. Bonaventure,A10,2022
St. Francis NY,NEC,2022
St. Francis PA,NEC,2022
St. John's,BE,2022
St. Thomas,Sum,2022
Stanford,P12,2022
Stephen F. Austin,WAC,2022
Stetson,ASun,2022
Stony Brook,AE,2022
Syracuse,ACC,2022
TCU,B12,2022
Tarleton St.,WAC,2022
Temple,Amer,2022
Tennessee,SEC,2022
Tennessee Martin,OVC,2022
Tennessee St.,OVC,2022
Tennessee Tech,OVC,2022
Texas,B12,2022
Texas A&M,SEC,2022
Texas A&M Corpus Chris,Slnd,2022
Texas Southern,SWAC,2022
Texas St.,SB,2022
Texas Tech,B12,2022
The Citadel,SC,2022
Toledo,MAC,2022
Towson,CAA,2022
Troy,SB,2022
Tulane,Amer,2022
Tulsa,Amer,2022
UAB,CUSA,2022
UC Davis,BW,2022
UC Irvine,BW,2022
UC Riverside,BW,2022
UC San Diego,BW,2022
UC Santa Barbara,BW,2022
UCF,Amer,2022
UCLA,P12,2022
UMBC,AE,2022
UMKC,Sum,2022
UMass Lowell,AE,2022
UNC Asheville,BSth,2022
UNC Greensboro,SC,2022
UNC Wilmington,CAA,2022
UNLV,MWC,2022
USC,P12,2022
USC Upstate,BSth,2022
UT Arlington,SB,2022
UT Rio Grande Valley,WAC,2022
UTEP,CUSA,2022
UTSA,CUSA,2022
Utah,P12,2022
Utah St.,MWC,2022
Utah Valley,WAC,2022
VCU,A10,2022
VMI,SC,2022
Valparaiso,MVC,2022
Vanderbilt,SEC,2022
Vermont,AE,2022
Villanova,BE,2022
Virginia,ACC,2022
Virginia Tech,ACC,2022
Wagner,NEC,2022
Wake Forest,ACC,2022
Washington,P12,2022
Washington St.,P12,2022
Weber St.,BSky,2022
West Virginia,B12,2022
Western Carolina,SC,2022
Western Illinois,Sum,2022
Western Kentucky,CUSA,2022
Western Michigan,MAC,2022
Wichita St.,Amer,2022
William & Mary,CAA,2022
Winthrop,BSth,2022
Wisconsin,B10,2022
Wofford,SC,2022
Wright St.,Horz,2022
Wyoming,MWC,2022
Xavier,BE,2022
Yale,Ivy,2022
Youngstown St.,Horz,2022
Abilene Christian,Slnd,2021
Air Force,MWC,2021
Akron,MAC,2021
Alabama,SEC,2021
Alabama A&M,SWAC,2021
Alabama St.,SWAC,2021
Albany,AE,2021
Alcorn St.,SWAC,2021
American,Pat,2021
Appalachian St.,SB,2021
Arizona,P12,2021
Arizona St.,P12,2021
Arkansas,SEC,2021
Arkansas Pine Bluff,SWAC,2021
Arkansas St.,SB,2021
Army,Pat,2021
Auburn,SEC,2021
Austin Peay,OVC,2021
BYU,WCC,2021
Ball St.,MAC,2021
Baylor,B12,2021
Bellarmine,ASun,2021
Belmont,OVC,2021
Bethune Cookman,MEAC,2021
Binghamton,AE,2021
Boise St.,MWC,2021
Boston College,ACC,2021
Boston University,Pat,2021
Bowling Green,MAC,2021
Bradley,MVC,2021
Brown,Ivy,2021
Bryant,NEC,2021
Bucknell,Pat,2021
Buffalo,MAC,2021
Butler,BE,2021
Cal Baptist,WAC,2021
Cal Poly,BW,2021
Cal St. Bakersfield,BW,2021
Cal St. Fullerton,BW,2021
Cal St. Northridge,BW,2021
California,P12,2021
Campbell,BSth,2021
Canisius,MAAC,2021
Central Arkansas,Slnd,2021
Central Connecticut,NEC,2021
Central Michigan,MAC,2021
Charleston,CAA,2021
Charleston Southern,BSth,2021
Charlotte,CUSA,2021
Chattanooga,SC,2021
Chicago St.,WAC,2021
Cincinnati,Amer,2021
Clemson,ACC,2021
Cleveland St.,Horz,2021
Coastal Carolina,SB,2021
Colgate,Pat,2021
Colorado,P12,2021
Colorado St.,MWC,2021
Columbia,Ivy,2021
Connecticut,BE,2021
Coppin St.,MEAC,2021
Cornell,Ivy,2021
Creighton,BE,2021
Dartmouth,Ivy,2021
Davidson,A10,2021
Dayton,A10,2021
DePaul,BE,2021
Delaware,CAA,2021
Delaware St.,MEAC,2021
Denver,Sum,2021
Detroit,Horz,2021
Dixie St.,WAC,2021
Drake,MVC,2021
Drexel,CAA,2021
Duke,ACC,2021
Duquesne,A10,2021
East Carolina,Amer,2021
East Tennessee St.,SC,2021
Eastern Illinois,OVC,2021
Eastern Kentucky,OVC,2021
Eastern Michigan,MAC,2021
Eastern Washington,BSky,2021
Elon,CAA,2021
Evansville,MVC,2021
FIU,CUSA,2021
Fairfield,MAAC,2021
Fairleigh Dickinson,NEC,2021
Florida,SEC,2021
Florida A&M,MEAC,2021
Florida Atlantic,CUSA,2021
Florida Gulf Coast,ASun,2021
Florida St.,ACC,2021
Fordham,A10,2021
Fresno St.,MWC,2021
Furman,SC,2021
Gardner Webb,BSth,2021
George Mason,A10,2021
George Washington,A10,2021
Georgetown,BE,2021
Georgia,SEC,2021
Georgia Southern,SB,2021
Georgia St.,SB,2021
Georgia Tech,ACC,2021
Gonzaga,WCC,2021
Grambling St.,SWAC,2021
Grand Canyon,WAC,2021
Green Bay,Horz,2021
Hampton,BSth,2021
Hartford,AE,2021
Harvard,Ivy,2021
Hawaii,BW,2021
High Point,BSth,2021
Hofstra,CAA,2021
Holy Cross,Pat,2021
Houston,Amer,2021
Houston Baptist,Slnd,2021
Howard,MEAC,2021
IUPUI,Horz,2021
Idaho,BSky,2021
Idaho St.,BSky,2021
Illinois,B10,2021
Illinois Chicago,Horz,2021
Illinois St.,MVC,2021
Incarnate Word,Slnd,2021
Indiana,B10,2021
Indiana St.,MVC,2021
Iona,MAAC,2021
Iowa,B10,2021
Iowa St.,B12,2021
Jackson St.,SWAC,2021
Jacksonville,ASun,2021
Jacksonville St.,OVC,2021
James Madison,CAA,2021
Kansas,B12,2021
Kansas St.,B12,2021
Kennesaw St.,ASun,2021
Kent St.,MAC,2021
Kentucky,SEC,2021
LIU,NEC,2021
LSU,SEC,2021
La Salle,A10,2021
Lafayette,Pat,2021
Lamar,Slnd,2021
Lehigh,Pat,2021
Liberty,ASun,2021
Lipscomb,ASun,2021
Little Rock,SB,2021
Long Beach St.,BW,2021
Longwood,BSth,2021
Louisiana,SB,2021
Louisiana Monroe,SB,2021
Louisiana Tech,CUSA,2021
Louisville,ACC,2021
Loyola Chicago,MVC,2021
Loyola MD,Pat,2021
Loyola Marymount,WCC,2021
Maine,AE,2021
Manhattan,MAAC,2021
Marist,MAAC,2021
Marquette,BE,2021
Marshall,CUSA,2021
Maryland,B10,2021
Maryland Eastern Shore,MEAC,2021
Massachusetts,A10,2021
McNeese St.,Slnd,2021
Memphis,Amer,2021
Mercer,SC,2021
Merrimack,NEC,2021
Miami FL,ACC,2021
Miami OH,MAC,2021
Michigan,B10,2021
Michigan St.,B10,2021
Middle Tennessee,CUSA,2021
Milwaukee,Horz,2021
Minnesota,B10,2021
Mississippi,SEC,2021
Mississippi St.,SEC,2021
Mississippi Valley St.,SWAC,2021
Missouri,SEC,2021
Missouri St.,MVC,2021
Monmouth,MAAC,2021
Montana,BSky,2021
Montana St.,BSky,2021
Morehead St.,OVC,2021
Morgan St.,MEAC,2021
Mount St. Mary's,NEC,2021
Murray St.,OVC,2021
N.C. State,ACC,2021
NJIT,AE,2021
Navy,Pat,2021
Nebraska,B10,2021
Nebraska Omaha,Sum,2021
Nevada,MWC,2021
New Hampshire,AE,2021
New Mexico,MWC,2021
New Mexico St.,WAC,2021
New Orleans,Slnd,2021
Niagara,MAAC,2021
Nicholls St.,Slnd,2021
Norfolk St.,MEAC,2021
North Alabama,ASun,2021
North Carolina,ACC,2021
North Carolina A&T,MEAC,2021
North Carolina Central,MEAC,2021
North Dakota,Sum,2021
North Dakota St.,Sum,2021
North Florida,ASun,2021
North Texas,CUSA,2021
Northeastern,CAA,2021
Northern Arizona,BSky,2021
Northern Colorado,BSky,2021
Northern Illinois,MAC,2021
Northern Iowa,MVC,2021
Northern Kentucky,Horz,2021
Northwestern,B10,2021
Northwestern St.,Slnd,2021
Notre Dame,ACC,2021
Oakland,Horz,2021
Ohio,MAC,2021
Ohio St.,B10,2021
Oklahoma,B12,2021
Oklahoma St.,B12,2021
Old Dominion,CUSA,2021
Oral Roberts,Sum,2021
Oregon,P12,2021
Oregon St.,P12,2021
Pacific,WCC,2021
Penn,Ivy,2021
Penn St.,B10,2021
Pepperdine,WCC,2021
Pittsburgh,ACC,2021
Portland,WCC,2021
Portland St.,BSky,2021
Prairie View A&M,SWAC,2021
Presbyterian,BSth,2021
Princeton,Ivy,2021
Providence,BE,2021
Purdue,B10,2021
Purdue Fort Wayne,Horz,2021
Quinnipiac,MAAC,2021
Radford,BSth,2021
Rhode Island,A10,2021
Rice,CUSA,2021
Richmond,A10,2021
Rider,MAAC,2021
Robert Morris,Horz,2021
Rutgers,B10,2021
SIU Edwardsville,OVC,2021
SMU,Amer,2021
Sacramento St.,BSky,2021
Sacred Heart,NEC,2021
Saint Joseph's,A10,2021
Saint Louis,A10,2021
Saint Mary's,WCC,2021
Saint Peter's,MAAC,2021
Sam Houston St.,Slnd,2021
Samford,SC,2021
San Diego,WCC,2021
San Diego St.,MWC,2021
San Francisco,WCC,2021
San Jose St.,MWC,2021
Santa Clara,WCC,2021
Seattle,WAC,2021
Seton Hall,BE,2021
Siena,MAAC,2021
South Alabama,SB,2021
South Carolina,SEC,2021
South Carolina St.,MEAC,2021
South Dakota,Sum,2021
South Dakota St.,Sum,2021
South Florida,Amer,2021
Southeast Missouri St.,OVC,2021
Southeastern Louisiana,Slnd,2021
Southern,SWAC,2021
Southern Illinois,MVC,2021
Southern Miss,CUSA,2021
Southern Utah,BSky,2021
St. Bonaventure,A10,2021
St. Francis NY,NEC,2021
St. Francis PA,NEC,2021
St. John's,BE,2021
Stanford,P12,2021
Stephen F. Austin,Slnd,2021
Stetson,ASun,2021
Stony Brook,AE,2021
Syracuse,ACC,2021
TCU,B12,2021
